participant,exp,task,item,status,TextGridLabel,duration,time_course_segment,sex,f0,f1,f2,f3,in,is_palatal,f1norm,f2norm,int_norm
p08,carrier,1,lakafuaisto,hit,u,104.13,100,f,227.8,720.97,1279.21,3002.85,78.18,other,0.5913235334160889,0.11743567355530331,0.30472218717602356
p08,carrier,1,lakaguaisto,hit,u,154.61,0,f,234.76,493.3,1566.99,3563.95,71.65,other,-0.7047059049287219,1.023332241060243,-1.8893997446445887
p08,carrier,1,lakaguaisto,hit,u,154.61,10,f,238.03,494.87,1256.19,3307.94,76.96,other,-0.6957685560544682,0.0449715030640819,-0.10520564694666788
p08,carrier,1,lakaguaisto,hit,u,154.61,20,f,236.81,500.16,1032.44,3092.23,79.21,other,-0.6656548136692436,-0.6593663834437722,0.650808801230419
p08,carrier,1,lakaguaisto,hit,u,154.61,30,f,236.81,490.08,1080.06,3083.4,79.12,other,-0.7230360089892934,-0.509464393921967,0.620568223303339
p08,carrier,1,lakaguaisto,hit,u,154.61,40,f,236.06,486.54,1059.52,3229.46,78.77,other,-0.7431877382981202,-0.5741218249336822,0.5029659758091227
p08,carrier,1,lakaguaisto,hit,u,154.61,50,f,236.16,478.42,973.86,3055.61,79.11,other,-0.7894114789726047,-0.8437691248588789,0.617208159089217
p08,carrier,1,lakaguaisto,hit,u,154.61,60,f,237.4,482.79,977.37,3119.53,79.67,other,-0.7645349091761149,-0.83272007019232,0.8053717550799594
p08,carrier,1,lakaguaisto,hit,u,154.61,70,f,236.44,487.87,955.79,3291.66,80.05,other,-0.7356166083600582,-0.9006512951793123,0.9330541952165324
p08,carrier,1,lakaguaisto,hit,u,154.61,80,f,233.46,506.78,941.69,3319.87,80.21,other,-0.6279699413459574,-0.9450363865748908,0.9868152226424575
p08,carrier,1,lakaguaisto,hit,u,154.61,90,f,231.7,606.7,988.97,2825.04,80.18,other,-0.05916745757816372,-0.7962046758526948,0.9767350300001008
p08,carrier,1,lakaguaisto,hit,u,154.61,100,f,232.05,716.29,1133.01,2703.43,81.36,other,0.5646822641603513,-0.3427842102768679,1.3732226072663039
p08,carrier,1,lakakuaisto,hit,u,149.72,0,f,240.2,595.55,1347.91,3058.73,72.62,other,-0.12263971232206831,0.3336949486529105,-1.5634735158749118
p08,carrier,1,lakakuaisto,hit,u,149.72,10,f,239.82,499.84,1206.35,3000.76,78.2,other,-0.6674764389174994,-0.11191877744341107,0.311442315604263
p08,carrier,1,lakakuaisto,hit,u,149.72,20,f,237.95,479.18,1021.31,2749.75,80.3,other,-0.7850851190079978,-0.6944022747368783,1.017055800569542
p08,carrier,1,lakakuaisto,hit,u,149.72,30,f,235.67,487.83,1053.57,2464.98,80.5,other,-0.7358443115160902,-0.5928517039268522,1.0842570848519508
p08,carrier,1,lakakuaisto,hit,u,149.72,40,f,232.76,473.02,956.87,2906.08,80.46,other,-0.8201514050369171,-0.8972515860511402,1.070816827995467
p08,carrier,1,lakakuaisto,hit,u,149.72,50,f,231.17,469.96,929.49,3054.78,81.66,other,-0.8375706964733608,-0.9834405082079448,1.4740245336899145
p08,carrier,1,lakakuaisto,hit,u,149.72,60,f,230.26,474.81,925,3063.2,81.75,other,-0.8099616888044876,-0.9975744841204377,1.504265111616999
p08,carrier,1,lakakuaisto,hit,u,149.72,70,f,229.24,484.42,922.2,3234.06,80.26,other,-0.7552560055678132,-1.0063885448231056,1.0036155437130632
p08,carrier,1,lakakuaisto,hit,u,149.72,80,f,229.15,609.71,938.04,2902.03,79.75,other,-0.042032795086760076,-0.9565261442765833,0.8322522687929219
p08,carrier,1,lakakuaisto,hit,u,149.72,90,f,229.86,818.66,1188.83,3846.58,81.43,other,1.1474315662351011,-0.1670696144115344,1.3967430567651489
p08,carrier,1,lakakuaisto,hit,u,149.72,100,f,229.89,840.51,1296.74,1530.54,82.64,other,1.27181441521755,0.1726179893116504,1.8033108266737137
p08,carrier,1,lakapuaisto,hit,u,80.22,0,f,236.13,574.15,1431.97,2700.19,71.25,other,-0.2444609007991576,0.5983056424622968,-2.0238023132094063
p08,carrier,1,lakapuaisto,hit,u,80.22,10,f,236.23,500.81,842.79,2774.13,72.95,other,-0.6619546373837247,-1.2563616021084185,-1.4525913968089395
p08,carrier,1,lakapuaisto,hit,u,80.22,20,f,235.7,481.83,781.29,2618.68,74.53,other,-0.7699997849208817,-1.449956149684879,-0.9217012509779191
p08,carrier,1,lakapuaisto,hit,u,80.22,30,f,234.75,530.18,816.76,2613.43,75.7,other,-0.49476359506727097,-1.338300887855008,-0.5285737379258334
p08,carrier,1,lakapuaisto,hit,u,80.22,40,f,233.49,558.1,847.94,2666.41,76.29,other,-0.3358267921569744,-1.2401500261731537,-0.3303299492927295
p08,carrier,1,lakapuaisto,hit,u,80.22,50,f,231.96,505.79,847.06,2666.28,76.28,other,-0.6336055944577477,-1.2429201595368498,-0.3336900135068516
p08,carrier,1,lakapuaisto,hit,u,80.22,60,f,230.34,459.4,855.3,2705.18,75.87,other,-0.8976843296657937,-1.2169816380404264,-0.4714526462857863
p08,carrier,1,lakapuaisto,hit,u,80.22,70,f,228.71,473.98,855.39,2738.32,75.14,other,-0.8146865292921502,-1.216698328946412,-0.7167373339165758
p08,carrier,1,lakapuaisto,hit,u,80.22,80,f,227.08,645.03,1857.5,3330.59,73.92,other,0.1590290916894451,1.9378225177502841,-1.1266651680392625
p08,carrier,1,lakapuaisto,hit,u,80.22,90,f,225.32,770.35,2098.33,3534.9,72.56,other,0.8724230795375224,2.6959261745444136,-1.5836339011596348
p08,carrier,1,lakapuaisto,hit,u,80.22,100,f,224.87,729.03,808.41,2884.47,72.37,other,0.6372057193565251,-1.3645856760218935,-1.6474751212279213
p08,carrier,1,lakatuaisto,hit,u,161.28,0,f,257.37,547.14,1863.87,3376.96,69.66,other,-0.398217456909727,1.9578745058488536,-2.5580525232545486
p08,carrier,1,lakatuaisto,hit,u,161.28,10,f,251.39,326.01,1564.85,3254.72,74.89,other,-1.657017429243315,1.0165957803803463,-0.8007389392695855
p08,carrier,1,lakatuaisto,hit,u,161.28,20,f,248.8,344.31,1404.64,3523.31,76.61,other,-1.5528432353587012,0.5122741142466114,-0.22280789444087948
p08,carrier,1,lakatuaisto,hit,u,161.28,30,f,244.95,393.88,1009.62,3133.47,75.98,other,-1.270662099246116,-0.7312009781705175,-0.43449193993046226
p08,carrier,1,lakatuaisto,hit,u,161.28,40,f,241.13,432.58,954.78,3084.88,76.23,other,-1.0503592957852113,-0.9038306527899175,-0.3504903345774526
p08,carrier,1,lakatuaisto,hit,u,161.28,50,f,237.44,455.15,932.69,3119.29,77.14,other,-0.9218777899941876,-0.973367295976324,-0.044724491092498646
p08,carrier,1,lakatuaisto,hit,u,161.28,60,f,237.47,461.85,951.28,3222.09,76.27,other,-0.8837375113588369,-0.9148482286682527,-0.33705007772097373
p08,carrier,1,lakatuaisto,hit,u,161.28,70,f,239.16,463.93,956.95,3054.68,77.93,other,-0.871896947245176,-0.8969997557453495,0.22072058182301393
p08,carrier,1,lakatuaisto,hit,u,161.28,80,f,239.84,480.42,958.67,3162.34,80.37,other,-0.7780263211710075,-0.8915854041708536,1.0405762500683873
p08,carrier,1,lakatuaisto,hit,u,161.28,90,f,238.23,523.98,962.57,3179.46,79.63,other,-0.5300575842522217,-0.8793086767635656,0.7919314982234757
p08,carrier,1,lakatuaisto,hit,u,161.28,100,f,237.15,763.36,1044.66,3496.55,77.78,other,0.8326319530209403,-0.6208993042342705,0.17031961861120623
p08,carrier,1,palufauto,hit,u,91.66,0,f,216.31,892.58,1447.43,2938.8,79.93,other,1.5682269985821318,0.6469718490563144,0.8927334246470912
p08,carrier,1,palufauto,hit,u,91.66,10,f,216.64,770.66,1450.27,2919.65,79.09,other,0.8741877789967696,0.6559118249118776,0.6104880306609776
p08,carrier,1,palufauto,hit,u,91.66,20,f,216.72,706.72,1430.71,2971.93,79.4,other,0.5102042840797093,0.5943393151460962,0.7146500212987102
p08,carrier,1,palufauto,hit,u,91.66,30,f,216.3,690.8,1398.15,3048.16,79.42,other,0.41957842797899564,0.49184438068935565,0.7213701497269497
p08,carrier,1,palufauto,hit,u,91.66,40,f,216.3,688.56,1340.87,2971.48,78.43,other,0.40682705124120677,0.31153388174334434,0.3887237925290332
p08,carrier,1,palufauto,hit,u,91.66,50,f,216.84,681.68,1269.95,2804.02,77.57,other,0.3676621084037126,0.08828631566005092,0.09975827011467546
p08,carrier,1,palufauto,hit,u,91.66,60,f,218.26,663.69,1250.8,2734.68,77.09,other,0.26525261397834693,0.02800443621144546,-0.06152481216309962
p08,carrier,1,palufauto,hit,u,91.66,70,f,219.65,725.01,1212.07,2650.73,76.07,other,0.6143215521753149,-0.09391291057938897,-0.4042513620033824
p08,carrier,1,palufauto,hit,u,91.66,80,f,220.34,805.34,1239.59,2778.21,74.52,other,1.0716064152764644,-0.007283285387450944,-0.9250613151920413
p08,carrier,1,palufauto,hit,u,91.66,90,f,220.45,683.95,1234.71,2796.45,73.71,other,0.3805842625085259,-0.02264493404067215,-1.1972265165357934
p08,carrier,1,palufauto,hit,u,91.66,100,f,219.98,843.45,1346.13,2810.79,72.76,other,1.2885505971858981,0.3280917243490716,-1.5164326168772262
p08,carrier,1,rausto,hit,u,110.2,0,f,220.67,1240.01,1407.77,2636.65,78.67,other,3.5459996860865792,0.5221269749606651,0.46936533366792077
p08,carrier,1,rausto,hit,u,110.2,10,f,220.36,1285.96,1373,2649.77,77.72,other,3.807573686578274,0.41267522830646136,0.15015923332648315
p08,carrier,1,rausto,hit,u,110.2,20,f,220.52,1237.36,1354.83,2741.19,77.1,other,3.5309143519994626,0.3554782701037898,-0.05816474794898229
p08,carrier,1,rausto,hit,u,110.2,30,f,220.65,1113.46,1431.83,2764.26,75.76,other,2.82560382619052,0.5978649394271631,-0.5084133526411103
p08,carrier,1,rausto,hit,u,110.2,40,f,220.79,955.08,1543.37,3048.71,73.95,other,1.9240131798820426,0.9489793432755922,-1.116584975396901
p08,carrier,1,rausto,hit,u,110.2,50,f,221.17,895.14,1550.44,2982.63,73.28,other,1.582800000568176,0.9712348465498297,-1.3417092777429673
p08,carrier,1,rausto,hit,u,110.2,60,f,221.64,869.07,1548.58,2942.12,72.8,other,1.4343944686243575,0.9653797919401998,-1.5029923600207473
p08,carrier,1,rausto,hit,u,110.2,70,f,222.44,854.92,1505.18,2893.56,72.28,other,1.3538444771780571,0.8287618510488444,-1.677715699155006
p08,carrier,1,rausto,hit,u,110.2,80,f,223.68,816.94,1452.8,2777.74,72.77,other,1.1376403305257279,0.6638759583325026,-1.5130725526631088
p08,carrier,1,rausto,hit,u,110.2,90,f,224.58,781.45,1352.68,2753.33,73.12,other,0.9356107053363867,0.3487103306356701,-1.3954703051688924
p08,carrier,1,rausto,hit,u,110.2,100,f,224.83,749.92,1295.59,2707.75,71.21,other,0.7561236925942072,0.16899792866591143,-2.0372425700658896
